state,pct,COUNTY
South Dakota,12.68,Oglala Lakota County
South Dakota,56.27,Pennington County
South Dakota,67.22,Perkins County
South Dakota,66.16,Potter County
South Dakota,48.41,Roberts County
South Dakota,68.76,Sanborn County
South Dakota,71.47,Spink County
South Dakota,73.96,Stanley County
South Dakota,79.34,Sully County
South Dakota,14.7,Todd County
South Dakota,60.42,Tripp County
South Dakota,68.6,Turner County
South Dakota,71.87,Union County
South Dakota,62.58,Walworth County
South Dakota,67.43,Yankton County
South Dakota,31.48,Ziebach County
Tennessee,57.08,Anderson County
Tennessee,53.65,Bedford County
Tennessee,50.08,Benton County
Tennessee,45.73,Bledsoe County
Tennessee,62.01,Blount County
Tennessee,57.78,Bradley County
Tennessee,44.94,Campbell County
Tennessee,58.22,Cannon County
Tennessee,52.76,Carroll County
Tennessee,47.68,Carter County
Tennessee,62.63,Cheatham County
Tennessee,54.95,Chester County
Tennessee,54.25,Claiborne County
Tennessee,47.43,Clay County
Tennessee,42.42,Cocke County
Tennessee,56.41,Coffee County
Tennessee,51.58,Crockett County
Tennessee,50.75,Cumberland County
Tennessee,63.38,Davidson County
Tennessee,51.24,Decatur County
Tennessee,53.41,DeKalb County
Tennessee,60.84,Dickson County
Tennessee,54.95,Dyer County
Tennessee,61.24,Fayette County
Tennessee,43.98,Fentress County
Tennessee,57.88,Franklin County
Tennessee,53.7,Gibson County
Tennessee,56.03,Giles County
Tennessee,48.24,Grainger County
Tennessee,52.41,Greene County
Tennessee,48.86,Grundy County
Tennessee,49.21,Hamblen County
Tennessee,63.79,Hamilton County
Tennessee,35.56,Hancock County
Tennessee,46.75,Hardeman County
Tennessee,42.51,Hardin County
Tennessee,53.12,Hawkins County
Tennessee,49.06,Haywood County
Tennessee,49.65,Henderson County
Tennessee,51.38,Henry County
Tennessee,54.39,Hickman County
Tennessee,47.88,Houston County
Tennessee,53.73,Humphreys County
Tennessee,48.94,Jackson County
Tennessee,52.84,Jefferson County
Tennessee,39.94,Johnson County
Tennessee,66.9,Knox County
Tennessee,40.13,Lake County
Tennessee,49.33,Lauderdale County
Tennessee,49.58,Lawrence County
Tennessee,46.7,Lewis County
Tennessee,61.58,Lincoln County
Tennessee,61.46,Loudon County
Tennessee,51.05,McMinn County
Tennessee,51.89,McNairy County
Tennessee,52.55,Macon County
Tennessee,54.85,Madison County
Tennessee,58.45,Marion County
Tennessee,60.71,Marshall County
Tennessee,63.53,Maury County
Tennessee,50.24,Meigs County
Tennessee,48.63,Monroe County
Tennessee,44.8,Montgomery County
Tennessee,57.08,Moore County
Tennessee,47.2,Morgan County
Tennessee,53.79,Obion County
Tennessee,51.39,Overton County
Tennessee,38.57,Perry County
Tennessee,52.58,Pickett County
Tennessee,52.28,Polk County
Tennessee,59.61,Putnam County
Tennessee,52.3,Rhea County
Tennessee,57.15,Roane County
Tennessee,63.42,Robertson County
Tennessee,67.86,Rutherford County
Tennessee,43.84,Scott County
Tennessee,48.32,Sequatchie County
Tennessee,50.08,Sevier County
Tennessee,56.59,Shelby County
Tennessee,55,Smith County
Tennessee,49.3,Stewart County
Tennessee,54.09,Sullivan County
Tennessee,65.26,Sumner County
Tennessee,56.95,Tipton County
Tennessee,54.17,Trousdale County
Tennessee,48.29,Unicoi County
Tennessee,51.27,Union County
Tennessee,47.49,Van Buren County
Tennessee,47.81,Warren County
Tennessee,59.74,Washington County
Tennessee,49.9,Wayne County
Tennessee,54.67,Weakley County
Tennessee,51.4,White County
Tennessee,81.09,Williamson County
Tennessee,69.05,Wilson County
Texas,55.61,Anderson County
Texas,60.04,Andrews County
Texas,49.62,Angelina County
Texas,48.27,Aransas County
Texas,61.99,Archer County
Texas,72.07,Armstrong County
Texas,54.96,Atascosa County
Texas,58.55,Austin County
Texas,36.2,Bailey County
Texas,48.38,Bandera County
Texas,56.31,Bastrop County
Texas,59.86,Baylor County
Texas,50.04,Bee County
Texas,44.41,Bell County
Texas,52.66,Bexar County
Texas,59.64,Blanco County
Texas,77.03,Borden County
Texas,54.22,Bosque County
Texas,56.55,Bowie County
Texas,67.21,Brazoria County
Texas,69.97,Brazos County
Texas,62.78,Brewster County
Texas,54.45,Briscoe County
Texas,32.22,Brooks County
Texas,54.9,Brown County
Texas,57.57,Burleson County
Texas,56.66,Burnet County
Texas,53.16,Caldwell County
Texas,60.61,Calhoun County
Texas,54.78,Callahan County
Texas,35,Cameron County
Texas,49.41,Camp County
Texas,75.32,Carson County
Texas,55.78,Cass County
Texas,44.11,Castro County
Texas,69.04,Chambers County
Texas,49.6,Cherokee County
Texas,60.33,Childress County
Texas,58.29,Clay County
Texas,39.56,Cochran County
Texas,56.22,Coke County
Texas,48.6,Coleman County
Texas,76.77,Collin County
Texas,39.8,Collingsworth County
Texas,60.29,Colorado County
Texas,63.49,Comal County
Texas,58.32,Comanche County
Texas,57.59,Concho County
Texas,61.5,Cooke County
Texas,42.43,Coryell County
Texas,47.72,Cottle County
Texas,69.09,Crane County
Texas,61.55,Crockett County
Texas,44.71,Crosby County
Texas,39.58,Culberson County
Texas,47.26,Dallam County
Texas,53.61,Dallas County
Texas,46.96,Dawson County
Texas,48.79,Deaf Smith County
Texas,57.1,Delta County
Texas,75.01,Denton County
Texas,56.42,DeWitt County
Texas,51.73,Dickens County
Texas,37.13,Dimmit County
Texas,63.07,Donley County
Texas,45.21,Duval County
Texas,53.11,Eastland County
Texas,59.26,Ector County
Texas,42.5,Edwards County
Texas,63.48,Ellis County
Texas,43.77,El Paso County
Texas,63.1,Erath County
Texas,48.2,Falls County
Texas,53.7,Fannin County
Texas,66.1,Fayette County
Texas,60.22,Fisher County
Texas,45.77,Floyd County
Texas,56.06,Foard County
Texas,70.56,Fort Bend County
Texas,57.97,Franklin County
Texas,53.04,Freestone County
Texas,49.32,Frio County
Texas,46.76,Gaines County
Texas,64.7,Galveston County
Texas,62,Garza County
Texas,54.82,Gillespie County
Texas,56.74,Glasscock County
Texas,57.34,Goliad County
Texas,53.11,Gonzales County
Texas,52.82,Gray County
Texas,56.18,Grayson County
Texas,53.4,Gregg County
Texas,55.74,Grimes County
Texas,56.05,Guadalupe County
Texas,49.01,Hale County
Texas,45.55,Hall County
Texas,53.65,Hamilton County
Texas,62.39,Hansford County
Texas,52.62,Hardeman County
Texas,57.08,Hardin County
Texas,54.38,Harris County
Texas,54.35,Harrison County
Texas,58,Hartley County
Texas,48.11,Haskell County
Texas,67.65,Hays County
Texas,57.66,Hemphill County
Texas,48.44,Henderson County
Texas,34.42,Hidalgo County
Texas,51.87,Hill County
Texas,53.92,Hockley County
Texas,58.44,Hood County
Texas,55.06,Hopkins County
Texas,48.66,Houston County
Texas,53.23,Howard County
Texas,20.84,Hudspeth County
Texas,54.13,Hunt County
Texas,58.75,Hutchinson County
Texas,65.15,Irion County
Texas,56.47,Jack County
Texas,57.75,Jackson County
Texas,48.77,Jasper County
Texas,38.6,Jeff Davis County
Texas,51.94,Jefferson County
Texas,40.8,Jim Hogg County
Texas,49,Jim Wells County
Texas,60.02,Johnson County
Texas,53.3,Jones County
Texas,57.92,Karnes County
Texas,62.8,Kaufman County
Texas,65.46,Kendall County
Texas,21.23,Kenedy County
Texas,78.63,Kent County
Texas,51.68,Kerr County
Texas,48.44,Kimble County
Texas,61.29,King County
Texas,42.86,Kinney County
Texas,49.71,Kleberg County
Texas,54.1,Knox County
Texas,48.11,Lamar County
Texas,49.96,Lamb County
Texas,42.89,Lampasas County
Texas,48,La Salle County
Texas,67.48,Lavaca County
Texas,62.73,Lee County
Texas,53.09,Leon County
Texas,48.05,Liberty County
Texas,45.97,Limestone County
Texas,63.52,Lipscomb County
Texas,46.79,Live Oak County
Texas,50.52,Llano County
Texas,53.85,Loving County
Texas,61.96,Lubbock County
Texas,57.13,Lynn County
Texas,49.91,McCulloch County
Texas,58.95,McLennan County
Texas,53.04,McMullen County
Texas,55.87,Madison County
Texas,54.66,Marion County
Texas,67.49,Martin County
Texas,67.14,Mason County
Texas,51.49,Matagorda County
Texas,37.95,Maverick County
Texas,56.88,Medina County
Texas,38.8,Menard County
Texas,65.67,Midland County
Texas,54.2,Milam County
Texas,55.73,Mills County
Texas,52.36,Mitchell County
Texas,58.31,Montague County
Texas,64.91,Montgomery County
Texas,62.92,Moore County
Texas,54.61,Morris County
Texas,45.74,Motley County
Texas,53.33,Nacogdoches County
Texas,51.38,Navarro County
Texas,46.83,Newton County
Texas,52.72,Nolan County
Texas,51.2,Nueces County
Texas,51.86,Ochiltree County
Texas,73.21,Oldham County
Texas,56.97,Orange County
Texas,49.62,Palo Pinto County
Texas,50.22,Panola County
Texas,63.6,Parker County
Texas,56.24,Parmer County
Texas,55.36,Pecos County
Texas,48.58,Polk County
Texas,49.77,Potter County
Texas,35.02,Presidio County
Texas,49.94,Rains County
Texas,68.71,Randall County
Texas,61.82,Reagan County
Texas,40.02,Real County
Texas,50.81,Red River County
Texas,53.42,Reeves County
Texas,51.63,Refugio County
Texas,73.6,Roberts County
Texas,55.68,Robertson County
Texas,74.42,Rockwall County
Texas,58.78,Runnels County
Texas,55.65,Rusk County
Texas,49.74,Sabine County
Texas,47.04,San Augustine County
Texas,44.42,San Jacinto County
Texas,51.37,San Patricio County
Texas,45.9,San Saba County
Texas,55.67,Schleicher County
Texas,55.99,Scurry County
Texas,58.36,Shackelford County
Texas,46.78,Shelby County
Texas,61.78,Sherman County
Texas,57.06,Smith County
Texas,62.95,Somervell County
Texas,26.2,Starr County
Texas,49.14,Stephens County
Texas,47.78,Sterling County
Texas,52.2,Stonewall County
Texas,56.17,Sutton County
Texas,45.17,Swisher County
Texas,60.08,Tarrant County
Texas,53.08,Taylor County
Texas,65.89,Terrell County
Texas,40.22,Terry County
Texas,53.33,Throckmorton County
Texas,51.55,Titus County
Texas,59.68,Tom Green County
Texas,70.23,Travis County
Texas,38.58,Trinity County
Texas,43.48,Tyler County
Texas,54.26,Upshur County
Texas,70.67,Upton County
Texas,43.82,Uvalde County
Texas,44.68,Val Verde County
Texas,52.75,Van Zandt County
Texas,55.47,Victoria County
Texas,69.03,Walker County
Texas,60.64,Waller County
Texas,59.59,Ward County
Texas,62.63,Washington County
Texas,39.29,Webb County
Texas,54.23,Wharton County
Texas,52.63,Wheeler County
Texas,50.24,Wichita County
Texas,54.38,Wilbarger County
Texas,31.41,Willacy County
Texas,72.32,Williamson County
Texas,59.27,Wilson County
Texas,62.02,Winkler County
Texas,60.94,Wise County
Texas,50.46,Wood County
Texas,55.23,Yoakum County
Texas,53.57,Young County
Texas,36.13,Zapata County
Texas,35.61,Zavala County
Utah,76.14,Beaver County
Utah,71.9,Box Elder County
Utah,75.04,Cache County
Utah,66.46,Carbon County
Utah,85.71,Daggett County
Utah,77.69,Davis County
Utah,64.42,Duchesne County
Utah,74.63,Emery County
Utah,65.94,Garfield County
Utah,57.59,Grand County
Utah,62.7,Iron County
Utah,70.25,Juab County
Utah,61.43,Kane County
Utah,68.93,Millard County
Utah,81.16,Morgan County
Utah,50.14,Piute County
Utah,77.14,Rich County
Utah,73.04,Salt Lake County
Utah,44.65,San Juan County
Utah,67.1,Sanpete County
Utah,64.23,Sevier County
Utah,82.84,Summit County
Utah,74.57,Tooele County
Utah,60.72,Uintah County
Utah,77.58,Utah County
Utah,81.14,Wasatch County
Utah,63.25,Washington County
Utah,60.65,Wayne County
Utah,72.1,Weber County
Vermont,64.9,Addison County
Vermont,58.39,Bennington County
Vermont,53.87,Caledonia County
Vermont,71.92,Chittenden County
Vermont,43.78,Essex County
Vermont,62.13,Franklin County
Vermont,66.06,Grand Isle County
Vermont,58.73,Lamoille County
Vermont,55.51,Orange County
Vermont,50.78,Orleans County
Vermont,57.25,Rutland County
Vermont,63.11,Washington County
Vermont,53.98,Windham County
Vermont,61.21,Windsor County
Virginia,54.06,Accomack County
Virginia,75.61,Albemarle County
Virginia,56.51,Alleghany County
Virginia,64.12,Amelia County
Virginia,65.21,Amherst County
Virginia,60.66,Appomattox County
Virginia,81.98,Arlington County
Virginia,67.52,Augusta County
Virginia,43.1,Bath County
Virginia,69.39,Bedford County
Virginia,58.42,Bland County
Virginia,72.47,Botetourt County
Virginia,51.64,Brunswick County
Virginia,42.92,Buchanan County
Virginia,56.15,Buckingham County
Virginia,63.2,Campbell County
Virginia,70.44,Caroline County
Virginia,54.34,Carroll County
Virginia,60.34,Charles City County
Virginia,48.87,Charlotte County
Virginia,69.99,Chesterfield County
Virginia,74.98,Clarke County
Virginia,62.34,Craig County
Virginia,63.26,Culpeper County
Virginia,57.48,Cumberland County
Virginia,45.63,Dickenson County
Virginia,61.98,Dinwiddie County
Virginia,55.76,Essex County
Virginia,73.8,Fairfax County
Virginia,74.25,Fauquier County
Virginia,65.14,Floyd County
Virginia,68.06,Fluvanna County
Virginia,58.61,Franklin County
Virginia,69.73,Frederick County
Virginia,62.76,Giles County
Virginia,62.94,Gloucester County
Virginia,78.33,Goochland County
Virginia,52.51,Grayson County
Virginia,66.38,Greene County
Virginia,52.2,Greensville County
Virginia,55.54,Halifax County
Virginia,75.56,Hanover County
Virginia,71.66,Henrico County
Virginia,47.7,Henry County
Virginia,49,Highland County
Virginia,64.96,Isle of Wight County
Virginia,66.67,James City County
Virginia,69.19,King and Queen County
Virginia,69.01,King George County
Virginia,75.14,King William County
Virginia,55.08,Lancaster County
Virginia,41.44,Lee County
Virginia,82.18,Loudoun County
Virginia,61,Louisa County
Virginia,56.91,Lunenburg County
Virginia,65.83,Madison County
Virginia,55.33,Mathews County
Virginia,57.87,Mecklenburg County
Virginia,53.71,Middlesex County
Virginia,75.36,Montgomery County
Virginia,63.6,Nelson County
Virginia,77.4,New Kent County
Virginia,53.72,Northampton County
Virginia,56.27,Northumberland County
Virginia,51.56,Nottoway County
Virginia,64.35,Orange County
Virginia,57.56,Page County
Virginia,54.38,Patrick County
Virginia,57.59,Pittsylvania County
Virginia,75.46,Powhatan County
Virginia,64.34,Prince Edward County
Virginia,56.79,Prince George County
Virginia,67.06,Prince William County
Virginia,62.06,Pulaski County
Virginia,61.4,Rappahannock County
Virginia,62.46,Richmond County
Virginia,72.16,Roanoke County
Virginia,63.84,Rockbridge County
Virginia,67.64,Rockingham County
Virginia,54.61,Russell County
Virginia,55.67,Scott County
Virginia,62.8,Shenandoah County
Virginia,51.44,Smyth County
Virginia,57.62,Southampton County
Virginia,65.42,Spotsylvania County
Virginia,63.72,Stafford County
Virginia,57.25,Surry County
Virginia,58.85,Sussex County
Virginia,52.31,Tazewell County
Virginia,62.79,Warren County
Virginia,58.79,Washington County
Virginia,56.15,Westmoreland County
Virginia,52.31,Wise County
Virginia,60.53,Wythe County
Virginia,61.43,York County
Virginia,70.84,Alexandria city
Virginia,48.76,Bristol city
Virginia,59.56,Buena Vista city
Virginia,73.91,Charlottesville city
Virginia,59.13,Chesapeake city
Virginia,59.47,Colonial Heights city
Virginia,57.77,Covington city
Virginia,48.29,Danville city
Virginia,43.21,Emporia city
Virginia,77.17,Fairfax city
Virginia,87.85,Falls Church city
Virginia,51.51,Franklin city
Virginia,63.42,Fredericksburg city
Virginia,39.32,Galax city
Virginia,52.91,Hampton city
Virginia,67.7,Harrisonburg city
Virginia,47.19,Hopewell city
Virginia,77.49,Lexington city
Virginia,62.57,Lynchburg city
Virginia,60.02,Manassas city
Virginia,59.7,Manassas Park city
Virginia,44.37,Martinsville city
Virginia,50.4,Newport News city
Virginia,47.77,Norfolk city
Virginia,50.83,Norton city
Virginia,44.26,Petersburg city
Virginia,71.69,Poquoson city
Virginia,49.16,Portsmouth city
Virginia,69.66,Radford city
Virginia,58.1,Richmond city
Virginia,54.65,Roanoke city
Virginia,72.75,Salem city
Virginia,60.58,Staunton city
Virginia,57.87,Suffolk city
Virginia,57.75,Virginia Beach city
Virginia,60.08,Waynesboro city
Virginia,73.66,Williamsburg city
Virginia,60.39,Winchester city
Washington,39.94,Adams County
Washington,56.93,Asotin County
Washington,59.98,Benton County
Washington,53.3,Chelan County
Washington,51.25,Clallam County
Washington,64.56,Clark County
Washington,57.3,Columbia County
Washington,55.41,Cowlitz County
Washington,52.72,Douglas County
Washington,39.94,Ferry County
Washington,48.67,Franklin County
Washington,65.89,Garfield County
Washington,46.05,Grant County
Washington,53.39,Grays Harbor County
Washington,51.63,Island County
Washington,53.02,Jefferson County
Washington,73.14,King County
Washington,60.02,Kitsap County
Washington,66.28,Kittitas County
Washington,55.52,Klickitat County
Washington,54.14,Lewis County
Washington,54.94,Lincoln County
Washington,51.8,Mason County
Washington,41.9,Okanogan County
Washington,51.07,Pacific County
Washington,48.9,Pend Oreille County
Washington,59.87,Pierce County
Washington,65.11,San Juan County
Washington,59.05,Skagit County
Washington,61,Skamania County
Washington,69.4,Snohomish County
Washington,57.01,Spokane County
Washington,46.95,Stevens County
Washington,60.56,Thurston County
Washington,53.98,Wahkiakum County
Washington,57.56,Walla Walla County
Washington,63.77,Whatcom County
Washington,73.05,Whitman County
Washington,43.76,Yakima County
West Virginia,53.24,Barbour County
West Virginia,62.7,Berkeley County
West Virginia,48.56,Boone County
West Virginia,50.01,Braxton County
West Virginia,60.12,Brooke County
West Virginia,53.9,Cabell County
West Virginia,41.96,Calhoun County
West Virginia,35.65,Clay County
West Virginia,54.87,Doddridge County
West Virginia,45.43,Fayette County
West Virginia,52.62,Gilmer County
West Virginia,55.92,Grant County
West Virginia,49.18,Greenbrier County
West Virginia,52.33,Hampshire County
West Virginia,56.63,Hancock County
West Virginia,53.71,Hardy County
West Virginia,57.21,Harrison County
West Virginia,55.82,Jackson County
West Virginia,66.23,Jefferson County
West Virginia,54.89,Kanawha County
West Virginia,50.66,Lewis County
West Virginia,44.19,Lincoln County
West Virginia,45.89,Logan County
West Virginia,34.8,McDowell County
West Virginia,61.31,Marion County
West Virginia,60.57,Marshall County
West Virginia,57.49,Mason County
West Virginia,49.66,Mercer County
West Virginia,63.28,Mineral County
West Virginia,40.02,Mingo County
West Virginia,69.98,Monongalia County
West Virginia,43.06,Monroe County
West Virginia,61.57,Morgan County
West Virginia,49.09,Nicholas County
West Virginia,58.86,Ohio County
West Virginia,59.86,Pendleton County
West Virginia,61.33,Pleasants County
West Virginia,48.32,Pocahontas County
West Virginia,60.55,Preston County
West Virginia,65.87,Putnam County
West Virginia,48.9,Raleigh County
West Virginia,50.75,Randolph County
West Virginia,48.51,Ritchie County
West Virginia,46.71,Roane County
West Virginia,43.7,Summers County
West Virginia,55.76,Taylor County
West Virginia,58.76,Tucker County
West Virginia,49.97,Tyler County
West Virginia,51.24,Upshur County
West Virginia,48.02,Wayne County
West Virginia,30.99,Webster County
West Virginia,55.18,Wetzel County
West Virginia,49.72,Wirt County
West Virginia,54.14,Wood County
West Virginia,49.81,Wyoming County
Wisconsin,55.81,Adams County
Wisconsin,54.36,Ashland County
Wisconsin,60.76,Barron County
Wisconsin,58.77,Bayfield County
Wisconsin,70.51,Brown County
Wisconsin,68.27,Buffalo County
Wisconsin,53.73,Burnett County
Wisconsin,76.95,Calumet County
Wisconsin,68.27,Chippewa County
Wisconsin,53.84,Clark County
Wisconsin,71.96,Columbia County
Wisconsin,61.76,Crawford County
Wisconsin,78.67,Dane County
Wisconsin,72.85,Dodge County
Wisconsin,66.55,Door County
Wisconsin,66.74,Douglas County
Wisconsin,67.02,Dunn County
Wisconsin,68.69,Eau Claire County
Wisconsin,56.92,Florence County
Wisconsin,71.93,Fond du Lac County
Wisconsin,53.56,Forest County
Wisconsin,72.61,Grant County
Wisconsin,71.16,Green County
Wisconsin,63.41,Green Lake County
Wisconsin,74.34,Iowa County
Wisconsin,57.98,Iron County
Wisconsin,59.32,Jackson County
Wisconsin,71.66,Jefferson County
Wisconsin,58.83,Juneau County
Wisconsin,65.62,Kenosha County
Wisconsin,71.77,Kewaunee County
Wisconsin,72.84,La Crosse County
Wisconsin,66.19,Lafayette County
Wisconsin,58.61,Langlade County
Wisconsin,69.08,Lincoln County
Wisconsin,70.87,Manitowoc County
Wisconsin,68.37,Marathon County
Wisconsin,62.91,Marinette County
Wisconsin,60.52,Marquette County
Wisconsin,29.61,Menominee County
Wisconsin,58.33,Milwaukee County
Wisconsin,60.19,Monroe County
Wisconsin,67.7,Oconto County
Wisconsin,65.99,Oneida County
Wisconsin,73.71,Outagamie County
Wisconsin,77.98,Ozaukee County
Wisconsin,63.3,Pepin County
Wisconsin,77.06,Pierce County
Wisconsin,65.87,Polk County
Wisconsin,73.35,Portage County
Wisconsin,62.12,Price County
Wisconsin,65.67,Racine County
Wisconsin,60.56,Richland County
Wisconsin,66.16,Rock County
Wisconsin,55.97,Rusk County
Wisconsin,80,St. Croix County
Wisconsin,68.58,Sauk County
Wisconsin,57.78,Sawyer County
Wisconsin,63.59,Shawano County
Wisconsin,72.86,Sheboygan County
Wisconsin,64.76,Taylor County
Wisconsin,68.3,Trempealeau County
Wisconsin,60.37,Vernon County
Wisconsin,58.44,Vilas County
Wisconsin,70.91,Walworth County
Wisconsin,57.24,Washburn County
Wisconsin,77.32,Washington County
Wisconsin,78.7,Waukesha County
Wisconsin,67.5,Waupaca County
Wisconsin,60.9,Waushara County
Wisconsin,70.37,Winnebago County
Wisconsin,65.27,Wood County
Wyoming,74.84,Albany County
Wyoming,57.67,Big Horn County
Wyoming,69.79,Campbell County
Wyoming,67.2,Carbon County
Wyoming,70.38,Converse County
Wyoming,68.34,Crook County
Wyoming,51.39,Fremont County
Wyoming,60.44,Goshen County
Wyoming,56.92,Hot Springs County
Wyoming,61.66,Johnson County
Wyoming,63.19,Laramie County
Wyoming,67.51,Lincoln County
Wyoming,66.76,Natrona County
Wyoming,60.5,Niobrara County
Wyoming,64.88,Park County
Wyoming,66.02,Platte County
Wyoming,67.19,Sheridan County
Wyoming,69.66,Sublette County
Wyoming,71.96,Sweetwater County
Wyoming,77.67,Teton County
Wyoming,68.7,Uinta County
Wyoming,64.84,Washakie County
Wyoming,64.49,Weston County
Puerto Rico,17.33,Adjuntas Municipio
Puerto Rico,26.54,Aguada Municipio
Puerto Rico,28.06,Aguadilla Municipio
Puerto Rico,35.18,Aguas Buenas Municipio
Puerto Rico,26.61,Aibonito Municipio
Puerto Rico,31.5,Aasco Municipio
Puerto Rico,32.52,Arecibo Municipio
Puerto Rico,19.8,Arroyo Municipio
Puerto Rico,35.18,Barceloneta Municipio
Puerto Rico,23.79,Barranquitas Municipio
Puerto Rico,42.24,Bayamn Municipio
Puerto Rico,36.6,Cabo Rojo Municipio
Puerto Rico,40.23,Caguas Municipio
Puerto Rico,24.73,Camuy Municipio
Puerto Rico,36.33,Canvanas Municipio
Puerto Rico,48.02,Carolina Municipio
Puerto Rico,33.9,Catao Municipio
Puerto Rico,46.96,Cayey Municipio
Puerto Rico,33.54,Ceiba Municipio
Puerto Rico,20.92,Ciales Municipio
Puerto Rico,43.58,Cidra Municipio
Puerto Rico,29.88,Coamo Municipio
Puerto Rico,24.1,Comero Municipio
Puerto Rico,29.24,Corozal Municipio
Puerto Rico,42.16,Culebra Municipio
Puerto Rico,44.85,Dorado Municipio
Puerto Rico,31.25,Fajardo Municipio
Puerto Rico,25.17,Florida Municipio
Puerto Rico,19.14,Gunica Municipio
Puerto Rico,25.47,Guayama Municipio
Puerto Rico,28.79,Guayanilla Municipio
Puerto Rico,54.96,Guaynabo Municipio
Puerto Rico,46.64,Gurabo Municipio
Puerto Rico,33.71,Hatillo Municipio
Puerto Rico,36.54,Hormigueros Municipio
Puerto Rico,32.15,Humacao Municipio
Puerto Rico,27.38,Isabela Municipio
Puerto Rico,19.15,Jayuya Municipio
Puerto Rico,34.41,Juana Daz Municipio
Puerto Rico,31.12,Juncos Municipio
Puerto Rico,27.86,Lajas Municipio
Puerto Rico,23.1,Lares Municipio
Puerto Rico,32.32,Las Maras Municipio
Puerto Rico,36.14,Las Piedras Municipio
Puerto Rico,27.38,Loza Municipio
Puerto Rico,31.22,Luquillo Municipio
Puerto Rico,30.37,Manat Municipio
Puerto Rico,27.69,Maricao Municipio
Puerto Rico,24.29,Maunabo Municipio
Puerto Rico,31.33,Mayagez Municipio
Puerto Rico,26.05,Moca Municipio
Puerto Rico,25.37,Morovis Municipio
Puerto Rico,24.02,Naguabo Municipio
Puerto Rico,32.63,Naranjito Municipio
Puerto Rico,18.82,Orocovis Municipio
Puerto Rico,21.13,Patillas Municipio
Puerto Rico,23.96,Peuelas Municipio
Puerto Rico,28.84,Ponce Municipio
Puerto Rico,25.86,Quebradillas Municipio
Puerto Rico,34.77,Rincn Municipio
Puerto Rico,38.5,Ro Grande Municipio
Puerto Rico,30.82,Sabana Grande Municipio
Puerto Rico,26.02,Salinas Municipio
Puerto Rico,33.94,San Germn Municipio
Puerto Rico,44.87,San Juan Municipio
Puerto Rico,31.42,San Lorenzo Municipio
Puerto Rico,25.38,San Sebastin Municipio
Puerto Rico,29.45,Santa Isabel Municipio
Puerto Rico,48.88,Toa Alta Municipio
Puerto Rico,39.97,Toa Baja Municipio
Puerto Rico,53.18,Trujillo Alto Municipio
Puerto Rico,21.67,Utuado Municipio
Puerto Rico,32.18,Vega Alta Municipio
Puerto Rico,29.46,Vega Baja Municipio
Puerto Rico,18.03,Vieques Municipio
Puerto Rico,27.61,Villalba Municipio
Puerto Rico,26.13,Yabucoa Municipio
Puerto Rico,29.11,Yauco Municipio
